Concurrent Users,Total Waiting Time,Total Service Time, Maximum Workload,Average Waiting Time,Average Service Time
2224,1471,6320,29,0.66,2.84
417,460,1150,16,1.10,2.76
1202,573,3230,31,0.48,2.69
232,100,570,15,0.43,2.46
4472,1859,13170,31,0.42,2.94
450,343,1210,15,0.76,2.69
3109,1116,9050,30,0.36,2.91
3972,1325,11660,31,0.33,2.94
3994,1280,11700,31,0.32,2.93
4024,1255,11800,30,0.31,2.93
3289,1214,9690,31,0.37,2.95
3433,1012,10140,28,0.29,2.95
3925,1373,11550,32,0.35,2.94
2985,1029,8680,29,0.34,2.91
547,198,1450,21,0.36,2.65
1630,997,4670,30,0.61,2.87
27,55,70,8,2.04,2.59
1501,518,4220,30,0.35,2.81
2055,959,5790,29,0.47,2.82
3012,1097,8720,30,0.36,2.90
1719,804,4940,29,0.47,2.87
1105,513,2860,26,0.46,2.59
1308,627,3600,31,0.48,2.75
4075,1450,11960,32,0.36,2.93
3792,1388,11100,32,0.37,2.93
3295,1784,9720,30,0.54,2.95
3999,2575,11730,31,0.64,2.93
2199,851,6290,29,0.39,2.86
2258,870,6410,31,0.39,2.84
1350,940,3720,30,0.70,2.76
4053,2142,11900,32,0.53,2.94
2350,775,6690,31,0.33,2.85
569,579,1480,21,1.02,2.60
4735,1873,13950,32,0.40,2.95
4764,1847,14030,32,0.39,2.95
1497,927,4210,29,0.62,2.81
1386,643,3870,31,0.46,2.79
4655,2723,13630,37,0.58,2.93
3572,1199,10520,33,0.34,2.95
1126,488,2930,26,0.43,2.60
1823,1452,5170,29,0.80,2.84
3996,1253,11730,33,0.31,2.94
3524,1369,10300,32,0.39,2.92
3736,1639,10920,32,0.44,2.92
4954,1563,14610,31,0.32,2.95
4806,2582,14150,31,0.54,2.94
4925,2170,14490,31,0.44,2.94
1273,662,3540,28,0.52,2.78
2090,921,5900,30,0.44,2.82
2003,646,5650,30,0.32,2.82
3564,1426,10480,32,0.40,2.94
4542,1436,13360,28,0.32,2.94
1233,654,3370,29,0.53,2.73
4732,2557,13940,32,0.54,2.95
2453,938,7000,29,0.38,2.85
4744,3135,13980,31,0.66,2.95
3831,1434,11180,32,0.37,2.92
3778,1424,11080,31,0.38,2.93
397,311,1100,14,0.78,2.77
2209,1113,6300,29,0.50,2.85
2180,733,6260,30,0.34,2.87
4442,1747,13120,32,0.39,2.95
579,395,1510,20,0.68,2.61
2003,2206,5650,30,1.10,2.82
3004,1229,8710,28,0.41,2.90
204,119,500,16,0.58,2.45
4634,2031,13610,32,0.44,2.94
1532,745,4320,31,0.49,2.82
3206,1196,9340,30,0.37,2.91
2329,797,6620,29,0.34,2.84
2395,908,6810,29,0.38,2.84
3595,1308,10570,32,0.36,2.94
751,411,1920,30,0.55,2.56
3426,1135,10100,29,0.33,2.95
4018,1440,11790,31,0.36,2.93
1197,722,3210,29,0.60,2.68
3151,1487,9180,26,0.47,2.91
263,141,680,14,0.54,2.59
2398,1295,6820,29,0.54,2.84
4333,1696,12810,32,0.39,2.96
2132,906,6120,30,0.42,2.87
115,195,220,15,1.70,1.91
1703,701,4860,29,0.41,2.85
2202,1036,6290,30,0.47,2.86
4569,2455,13430,31,0.54,2.94
4562,2012,13420,31,0.44,2.94
1876,784,5290,29,0.42,2.82
971,461,2580,29,0.47,2.66
2943,1077,8510,29,0.37,2.89
1166,624,3100,31,0.54,2.66
4168,1260,12290,30,0.30,2.95
133,94,280,13,0.71,2.11
274,250,720,15,0.91,2.63
268,289,700,15,1.08,2.61
2789,949,8060,29,0.34,2.89
2596,1071,7480,30,0.41,2.88
2668,945,7690,30,0.35,2.88
3245,915,9500,30,0.28,2.93
2629,1125,7570,29,0.43,2.88
491,374,1310,21,0.76,2.67
1992,952,5640,30,0.48,2.83
1669,811,4790,29,0.49,2.87
115,82,220,16,0.71,1.91
1017,500,2670,30,0.49,2.63
4083,1752,12010,30,0.43,2.94
4602,2530,13540,30,0.55,2.94
120,94,220,16,0.78,1.83
578,365,1510,20,0.63,2.61
2412,918,6870,31,0.38,2.85
3820,1280,11160,31,0.34,2.92
1500,655,4220,30,0.44,2.81
4633,1189,13610,32,0.26,2.94
3852,1330,11270,31,0.35,2.93
4483,2058,13210,33,0.46,2.95
754,544,1930,28,0.72,2.56
2882,992,8270,31,0.34,2.87
1549,605,4380,30,0.39,2.83
3311,1559,9770,25,0.47,2.95
1589,705,4540,23,0.44,2.86
2794,1224,8090,30,0.44,2.90
745,447,1920,30,0.60,2.58
4312,1598,12740,32,0.37,2.95
2613,1034,7540,29,0.40,2.89
3088,1120,9000,30,0.36,2.91
2090,2307,5900,30,1.10,2.82
2376,1127,6780,29,0.47,2.85
4066,1450,11920,32,0.36,2.93
4584,1975,13480,31,0.43,2.94
4834,1542,14250,32,0.32,2.95
3352,1464,9880,30,0.44,2.95
3689,1770,10780,32,0.48,2.92
1309,691,3600,31,0.53,2.75
1180,640,3150,30,0.54,2.67
1189,464,3180,28,0.39,2.67
1208,869,3260,30,0.72,2.70
2137,945,6120,28,0.44,2.86
2075,775,5870,26,0.37,2.83
467,365,1250,22,0.78,2.68
2786,967,8050,28,0.35,2.89
1754,741,5010,31,0.42,2.86
48,69,110,8,1.44,2.29
3328,1226,9830,30,0.37,2.95
1106,564,2870,29,0.51,2.59
3105,1209,9030,31,0.39,2.91
2040,705,5760,29,0.35,2.82
2345,854,6690,31,0.36,2.85
3119,1519,9060,29,0.49,2.90
1212,579,3280,30,0.48,2.71
1032,736,2700,31,0.71,2.62
2848,1312,8200,30,0.46,2.88
2089,1183,5890,29,0.57,2.82
3605,1353,10570,30,0.38,2.93
121,101,230,16,0.83,1.90
3699,2543,10810,32,0.69,2.92
800,478,2080,30,0.60,2.60
4761,1449,14020,32,0.30,2.94
4506,1954,13300,31,0.43,2.95
1702,637,4860,28,0.37,2.86
1740,1182,4970,29,0.68,2.86
3312,1277,9770,30,0.39,2.95
2720,1059,7840,28,0.39,2.88
1846,858,5220,31,0.46,2.83
756,486,1940,30,0.64,2.57
420,360,1160,14,0.86,2.76
929,460,2420,30,0.50,2.60
1675,719,4800,30,0.43,2.87
3266,1094,9590,31,0.33,2.94
3749,2509,10950,31,0.67,2.92
4369,1579,12910,32,0.36,2.95
2639,928,7620,29,0.35,2.89
1886,828,5340,28,0.44,2.83
4612,1707,13570,31,0.37,2.94
1564,801,4450,30,0.51,2.85
1422,582,4000,30,0.41,2.81
3381,1543,9960,30,0.46,2.95
1152,502,3060,27,0.44,2.66
3034,1268,8820,30,0.42,2.91
4826,1668,14200,32,0.35,2.94
4305,1559,12720,33,0.36,2.95
2106,691,5980,30,0.33,2.84
4701,1759,13820,32,0.37,2.94
2676,968,7710,29,0.36,2.88
1112,556,2890,31,0.50,2.60
3732,3382,10910,31,0.91,2.92
3904,1291,11480,31,0.33,2.94
2308,2063,6560,29,0.89,2.84
4258,1482,12560,31,0.35,2.95
839,918,2180,30,1.09,2.60
3547,1353,10390,32,0.38,2.93
1951,1200,5510,24,0.62,2.82
2860,1186,8240,28,0.41,2.88
4502,1578,13300,30,0.35,2.95
1411,658,3930,31,0.47,2.79
4529,1641,13330,30,0.36,2.94
4587,1794,13490,33,0.39,2.94
1743,748,5000,29,0.43,2.87
4951,1690,14600,30,0.34,2.95
250,141,660,15,0.56,2.64
4430,1826,13100,32,0.41,2.96
702,478,1840,21,0.68,2.62
3984,1450,11670,31,0.36,2.93
174,121,390,15,0.70,2.24
4889,2476,14380,30,0.51,2.94
4872,1588,14320,32,0.33,2.94
3339,911,9860,26,0.27,2.95
28,11,80,8,0.39,2.86
202,125,490,16,0.62,2.43
3186,1062,9280,26,0.33,2.91
2287,949,6510,23,0.41,2.85
1693,763,4840,31,0.45,2.86
632,333,1670,21,0.53,2.64
4347,1704,12850,31,0.39,2.96
3919,2035,11540,32,0.52,2.94
3193,1229,9300,31,0.38,2.91
4494,1341,13270,30,0.30,2.95
2889,1086,8290,30,0.38,2.87
2323,836,6610,29,0.36,2.85
3819,2238,11160,35,0.59,2.92
2611,938,7530,30,0.36,2.88
2265,925,6460,29,0.41,2.85
4891,1930,14380,31,0.39,2.94
1115,617,2900,30,0.55,2.60
4507,1316,13300,30,0.29,2.95
1143,431,3000,29,0.38,2.62
2073,998,5860,28,0.48,2.83
227,106,560,15,0.47,2.47
3822,1057,11160,31,0.28,2.92
849,643,2190,30,0.76,2.58
3511,1224,10290,28,0.35,2.93
3590,1546,10560,31,0.43,2.94
2712,870,7820,30,0.32,2.88
2029,1461,5740,30,0.72,2.83
3424,1009,10100,28,0.29,2.95
4827,1902,14210,31,0.39,2.94
3769,2786,11030,32,0.74,2.93
3326,1275,9810,30,0.38,2.95
4158,2416,12250,31,0.58,2.95
2046,761,5770,29,0.37,2.82
853,515,2190,30,0.60,2.57
4021,1421,11800,29,0.35,2.93
613,334,1640,21,0.54,2.68
1595,556,4580,29,0.35,2.87
3101,1261,9020,30,0.41,2.91
1280,512,3560,21,0.40,2.78
2595,871,7480,30,0.34,2.88
3530,1705,10310,32,0.48,2.92
1236,503,3390,29,0.41,2.74
4397,1514,12970,31,0.34,2.95
3013,1145,8720,26,0.38,2.89
4888,1868,14370,31,0.38,2.94
4754,1472,14000,32,0.31,2.94
684,325,1790,21,0.48,2.62
4943,1544,14550,30,0.31,2.94
4175,1652,12300,33,0.40,2.95
179,154,430,15,0.86,2.40
4367,1817,12900,32,0.42,2.95
2357,943,6720,30,0.40,2.85
344,349,930,16,1.01,2.70
407,386,1120,16,0.95,2.75
405,196,1120,15,0.48,2.77
4365,1330,12880,32,0.30,2.95
4720,1963,13890,29,0.42,2.94
4828,1469,14210,32,0.30,2.94
2792,1099,8070,30,0.39,2.89
2734,1219,7870,28,0.45,2.88
4877,2049,14320,31,0.42,2.94
3455,1016,10180,30,0.29,2.95
894,390,2290,30,0.44,2.56
200,83,490,15,0.42,2.45
3276,1001,9640,26,0.31,2.94
4646,2062,13610,32,0.44,2.93
128,153,250,15,1.20,1.95
4463,1408,13130,31,0.32,2.94
941,574,2460,29,0.61,2.61
3739,2521,10920,32,0.67,2.92
1546,957,4370,28,0.62,2.83
1913,877,5390,31,0.46,2.82
335,359,910,15,1.07,2.72
212,138,520,15,0.65,2.45
1539,882,4340,28,0.57,2.82
3047,1171,8860,30,0.38,2.91
1021,598,2680,30,0.59,2.62
3591,1297,10560,32,0.36,2.94
1512,609,4260,29,0.40,2.82
712,484,1870,19,0.68,2.63
3991,1595,11700,32,0.40,2.93
235,173,580,15,0.74,2.47
560,293,1470,21,0.52,2.63
2875,1564,8260,30,0.54,2.87
1458,709,4090,30,0.49,2.81
1427,803,4010,29,0.56,2.81
4617,2223,13590,32,0.48,2.94
4328,1994,12790,32,0.46,2.96
4396,1537,12960,32,0.35,2.95
1529,659,4310,29,0.43,2.82
240,194,610,15,0.81,2.54
3412,897,10050,29,0.26,2.95
4994,1650,14690,32,0.33,2.94
237,190,580,15,0.80,2.45
2745,1080,7890,29,0.39,2.87
4054,1358,11900,31,0.33,2.94
2004,848,5650,31,0.42,2.82
4337,1267,12820,31,0.29,2.96
3312,956,9770,31,0.29,2.95
4307,1883,12740,31,0.44,2.96
4031,2488,11820,31,0.62,2.93
181,115,430,16,0.64,2.38
4680,1493,13750,32,0.32,2.94
1319,667,3630,30,0.51,2.75
2100,971,5940,31,0.46,2.83
4182,1537,12310,32,0.37,2.94
3199,1121,9310,29,0.35,2.91
4381,1418,12910,31,0.32,2.95
3021,1018,8770,30,0.34,2.90
4760,1776,14010,31,0.37,2.94
604,475,1580,20,0.79,2.62
1448,837,4030,30,0.58,2.78
1618,729,4650,29,0.45,2.87
3786,1530,11100,30,0.40,2.93
213,79,520,16,0.37,2.44
3014,1002,8730,30,0.33,2.90
2320,1075,6600,29,0.46,2.84
3955,1626,11620,32,0.41,2.94
4657,3547,13640,33,0.76,2.93
1818,1001,5140,29,0.55,2.83
1542,1000,4350,26,0.65,2.82
575,391,1490,20,0.68,2.59
764,537,1950,29,0.70,2.55
4388,1813,12930,32,0.41,2.95
4487,1234,13230,33,0.28,2.95
800,342,2080,30,0.43,2.60
2922,1178,8380,29,0.40,2.87
1135,469,2950,31,0.41,2.60
1342,590,3700,29,0.44,2.76
4566,1590,13420,31,0.35,2.94
963,498,2550,31,0.52,2.65
3748,1330,10950,31,0.35,2.92
3131,1021,9120,30,0.33,2.91
2192,1101,6280,30,0.50,2.86
1464,1311,4100,28,0.90,2.80
2908,1205,8330,30,0.41,2.86
3238,1195,9460,30,0.37,2.92
2728,941,7860,30,0.34,2.88
661,410,1700,19,0.62,2.57
3894,1455,11440,31,0.37,2.94
3751,1593,10950,33,0.42,2.92
1018,559,2670,29,0.55,2.62
232,257,570,16,1.11,2.46
3088,917,9000,31,0.30,2.91
263,211,680,15,0.80,2.59
1347,645,3720,30,0.48,2.76
961,683,2550,31,0.71,2.65
2641,891,7620,29,0.34,2.89
2182,839,6270,26,0.38,2.87
3050,1266,8860,30,0.42,2.90
1559,932,4420,31,0.60,2.84
3185,1167,9280,29,0.37,2.91
4731,1455,13940,30,0.31,2.95
4787,1712,14070,32,0.36,2.94
171,86,390,15,0.50,2.28
3057,1863,8890,30,0.61,2.91
1547,738,4370,30,0.48,2.82
2488,995,7130,29,0.40,2.87
2100,834,5940,25,0.40,2.83
2937,1097,8450,30,0.37,2.88
1080,655,2810,31,0.61,2.60
1007,470,2650,28,0.47,2.63
785,816,2030,30,1.04,2.59
2916,864,8340,30,0.30,2.86
4740,1822,13970,31,0.38,2.95
2559,1147,7360,29,0.45,2.88
1966,740,5550,28,0.38,2.82
917,376,2380,28,0.41,2.60
1358,661,3750,29,0.49,2.76
4288,1403,12670,30,0.33,2.95
937,577,2430,29,0.62,2.59
2820,886,8140,30,0.31,2.89
1280,576,3560,30,0.45,2.78
1157,470,3060,29,0.41,2.64
3333,1236,9850,28,0.37,2.96
1483,876,4160,30,0.59,2.81
3532,1466,10330,31,0.42,2.92
1794,618,5080,28,0.34,2.83
2070,812,5860,31,0.39,2.83
1370,628,3790,30,0.46,2.77
1144,575,3010,29,0.50,2.63
2670,1737,7690,30,0.65,2.88
800,516,2080,30,0.65,2.60
3250,1558,9520,29,0.48,2.93
3191,2082,9290,30,0.65,2.91
822,341,2150,29,0.41,2.62
3775,1533,11070,31,0.41,2.93
4691,2264,13780,32,0.48,2.94
427,360,1170,15,0.84,2.74
3135,1012,9150,30,0.32,2.92
1699,967,4860,30,0.57,2.86
474,619,1280,21,1.31,2.70
3309,1395,9770,30,0.42,2.95
2601,1576,7480,31,0.61,2.88
2568,1049,7370,30,0.41,2.87
552,427,1470,21,0.77,2.66
715,413,1880,20,0.58,2.63
1990,998,5640,29,0.50,2.83
4979,1770,14650,33,0.36,2.94
4593,1570,13510,30,0.34,2.94
4963,1469,14620,33,0.30,2.95
3321,1438,9800,30,0.43,2.95
4560,1530,13420,32,0.34,2.94
2489,1087,7140,31,0.44,2.87
796,964,2060,30,1.21,2.59
3029,1372,8810,31,0.45,2.91
756,347,1940,29,0.46,2.57
271,290,710,15,1.07,2.62
4730,1614,13940,32,0.34,2.95
2203,1115,6290,30,0.51,2.86
2913,2330,8340,30,0.80,2.86
1356,786,3740,30,0.58,2.76
3176,949,9240,30,0.30,2.91
4640,1545,13610,33,0.33,2.93
239,336,600,15,1.41,2.51
4194,1493,12330,33,0.36,2.94
4396,1446,12960,30,0.33,2.95
2045,894,5770,29,0.44,2.82
2381,852,6780,27,0.36,2.85
4126,1268,12160,32,0.31,2.95
2932,1291,8430,29,0.44,2.88
548,504,1450,21,0.92,2.65
4011,1656,11780,33,0.41,2.94
3432,1600,10130,31,0.47,2.95
3331,1277,9840,29,0.38,2.95
115,110,220,15,0.96,1.91
3585,1398,10550,30,0.39,2.94
819,495,2130,24,0.60,2.60
1385,1036,3860,29,0.75,2.79
1711,612,4890,29,0.36,2.86
1377,707,3820,29,0.51,2.77
2298,956,6550,30,0.42,2.85
1961,800,5530,27,0.41,2.82
4615,2473,13580,32,0.54,2.94
1,7,0,0,7.00,0.00
4986,1619,14690,31,0.32,2.95
4421,1400,13060,31,0.32,2.95
249,166,660,15,0.67,2.65
440,414,1190,16,0.94,2.70
4183,2279,12310,32,0.54,2.94
1549,569,4380,30,0.37,2.83
2562,1934,7360,31,0.75,2.87
3090,3169,9000,29,1.03,2.91
2104,896,5950,31,0.43,2.83
1573,644,4480,30,0.41,2.85
4767,1740,14030,32,0.37,2.94
2970,948,8630,31,0.32,2.91
1741,970,4990,31,0.56,2.87
3169,1443,9230,30,0.46,2.91
2239,838,6350,29,0.37,2.84
1190,790,3190,30,0.66,2.68
3650,1797,10690,32,0.49,2.93
4276,1714,12600,31,0.40,2.95
635,381,1670,21,0.60,2.63
3156,1107,9200,31,0.35,2.92
4042,1412,11850,31,0.35,2.93
2941,976,8500,28,0.33,2.89
2654,1007,7650,28,0.38,2.88
1547,699,4370,30,0.45,2.82
266,226,680,16,0.85,2.56
2205,695,6300,28,0.32,2.86
4462,1362,13130,31,0.31,2.94
3382,1202,9960,28,0.36,2.95
1412,533,3930,29,0.38,2.78
1345,557,3720,30,0.41,2.77
1112,670,2890,30,0.60,2.60
4505,2078,13300,33,0.46,2.95
3001,1158,8700,29,0.39,2.90
4205,1594,12380,32,0.38,2.94
3947,1243,11610,31,0.31,2.94
3072,1075,8940,30,0.35,2.91
3223,1328,9390,29,0.41,2.91
3051,1514,8860,28,0.50,2.90
3380,967,9960,28,0.29,2.95
4085,1478,12020,33,0.36,2.94
3008,2090,8710,26,0.69,2.90
3823,1284,11160,31,0.34,2.92
2444,904,6970,30,0.37,2.85
4420,1999,13060,32,0.45,2.95
1738,1124,4970,24,0.65,2.86
2494,1350,7150,30,0.54,2.87
4161,1436,12280,33,0.35,2.95
71,140,140,15,1.97,1.97
2347,1189,6690,23,0.51,2.85
1653,1009,4740,30,0.61,2.87
3058,2153,8890,30,0.70,2.91
1709,938,4870,29,0.55,2.85
1961,1104,5530,29,0.56,2.82
741,490,1910,30,0.66,2.58
2833,1508,8160,30,0.53,2.88
2716,1026,7820,28,0.38,2.88
4729,1723,13930,31,0.36,2.95
3222,1296,9390,26,0.40,2.91
4907,1788,14440,32,0.36,2.94
747,483,1920,28,0.65,2.57
3881,2062,11370,31,0.53,2.93
1551,738,4400,30,0.48,2.84
1360,666,3750,29,0.49,2.76
1094,377,2850,30,0.34,2.61
1567,1087,4460,26,0.69,2.85
956,723,2540,31,0.76,2.66
3276,1215,9640,30,0.37,2.94
1237,1088,3420,28,0.88,2.76
406,191,1120,15,0.47,2.76
1536,685,4330,28,0.45,2.82
4084,1654,12020,30,0.40,2.94
3804,1306,11120,27,0.34,2.92
2790,915,8070,29,0.33,2.89
2355,1113,6710,29,0.47,2.85
2934,1414,8440,31,0.48,2.88
4593,1474,13510,32,0.32,2.94
1948,814,5510,31,0.42,2.83
763,456,1950,29,0.60,2.56
1637,752,4700,30,0.46,2.87
1800,687,5140,29,0.38,2.86
707,570,1850,20,0.81,2.62
1413,515,3930,30,0.36,2.78
112,138,210,15,1.23,1.88
4741,1695,13970,32,0.36,2.95
2070,741,5860,30,0.36,2.83
1583,527,4500,30,0.33,2.84
3703,1193,10810,32,0.32,2.92
2425,1619,6890,29,0.67,2.84
1005,510,2650,28,0.51,2.64
2310,1267,6570,30,0.55,2.84
4502,1385,13300,31,0.31,2.95
369,339,1000,15,0.92,2.71
1845,856,5220,22,0.46,2.83
4068,1557,11920,30,0.38,2.93
3638,1247,10660,33,0.34,2.93
355,384,960,15,1.08,2.70
3266,1225,9590,30,0.38,2.94
2744,1660,7890,30,0.60,2.88
2784,1067,8020,30,0.38,2.88
1212,559,3280,29,0.46,2.71
3991,1350,11700,32,0.34,2.93
3035,1190,8820,29,0.39,2.91
3403,1163,10010,30,0.34,2.94
3787,1822,11100,32,0.48,2.93
4468,2224,13150,27,0.50,2.94
1155,665,3060,29,0.58,2.65
843,667,2180,30,0.79,2.59
669,541,1720,20,0.81,2.57
4618,1761,13590,32,0.38,2.94
2878,990,8270,28,0.34,2.87
194,167,480,14,0.86,2.47
629,296,1660,21,0.47,2.64
4233,1267,12470,32,0.30,2.95
1682,716,4800,29,0.43,2.85
2891,1165,8290,29,0.40,2.87
1320,796,3630,30,0.60,2.75
3164,1498,9200,31,0.47,2.91
4260,1893,12560,29,0.44,2.95
2459,910,7020,30,0.37,2.85
743,424,1910,30,0.57,2.57
1946,856,5500,31,0.44,2.83
4013,1239,11790,32,0.31,2.94
1912,1085,5380,21,0.57,2.81
703,531,1840,21,0.76,2.62
119,129,220,16,1.08,1.85
3364,1660,9930,30,0.49,2.95
3027,1364,8790,27,0.45,2.90
3718,1657,10870,31,0.45,2.92
1282,599,3570,30,0.47,2.78
298,404,810,15,1.36,2.72
1888,643,5340,28,0.34,2.83
2483,1092,7130,30,0.44,2.87
1965,822,5550,30,0.42,2.82
1440,806,4020,30,0.56,2.79
4647,1978,13610,32,0.43,2.93
2912,1883,8340,29,0.65,2.86
2898,1245,8320,30,0.43,2.87
3469,1624,10240,30,0.47,2.95
2450,862,6980,30,0.35,2.85
3967,2045,11650,32,0.52,2.94
1372,944,3800,30,0.69,2.77
1496,775,4210,29,0.52,2.81
1673,1018,4790,28,0.61,2.86
529,387,1420,20,0.73,2.68
2199,2684,6290,29,1.22,2.86
3813,1468,11140,33,0.38,2.92
802,363,2080,31,0.45,2.59
2636,1716,7600,29,0.65,2.88
1253,877,3480,30,0.70,2.78
1313,731,3610,30,0.56,2.75
63,101,120,11,1.60,1.90
2910,1019,8330,30,0.35,2.86
155,107,310,16,0.69,2.00
2643,1092,7630,29,0.41,2.89
1374,653,3800,30,0.48,2.77
2238,664,6350,31,0.30,2.84
2792,1288,8070,30,0.46,2.89
103,98,190,15,0.95,1.84
1989,708,5640,30,0.36,2.84
1682,660,4800,30,0.39,2.85
1667,869,4780,30,0.52,2.87
1725,1137,4950,28,0.66,2.87
4077,1559,11980,33,0.38,2.94
3514,1063,10290,30,0.30,2.93
2836,1692,8170,30,0.60,2.88
3798,1282,11110,31,0.34,2.93
4058,1589,11910,31,0.39,2.93
4141,1890,12200,31,0.46,2.95
3688,2209,10780,29,0.60,2.92
1800,612,5140,30,0.34,2.86
2215,841,6300,29,0.38,2.84
2373,1524,6770,29,0.64,2.85
775,401,1990,31,0.52,2.57
329,288,910,15,0.88,2.77
1376,1440,3810,29,1.05,2.77
2941,1255,8500,30,0.43,2.89
4701,1626,13820,32,0.35,2.94
318,378,890,15,1.19,2.80
3770,2402,11040,32,0.64,2.93
857,581,2200,30,0.68,2.57
4176,1394,12300,30,0.33,2.95
2717,1005,7830,28,0.37,2.88
2615,1072,7540,29,0.41,2.88
202,153,490,15,0.76,2.43
2038,853,5760,30,0.42,2.83
4988,2110,14690,31,0.42,2.95
2529,895,7270,30,0.35,2.87
3010,1678,8720,29,0.56,2.90
652,484,1690,21,0.74,2.59
4361,1463,12880,31,0.34,2.95
1916,909,5390,31,0.47,2.81
4123,1640,12110,33,0.40,2.94
4348,1323,12880,31,0.30,2.96
3701,1302,10810,30,0.35,2.92
4408,2648,13010,31,0.60,2.95
2060,803,5820,29,0.39,2.83
1422,970,4000,31,0.68,2.81
2977,1428,8660,29,0.48,2.91
2049,865,5790,29,0.42,2.83
1612,748,4630,29,0.46,2.87
2835,913,8170,29,0.32,2.88
1053,544,2740,30,0.52,2.60
2831,1856,8160,30,0.66,2.88
1293,635,3580,28,0.49,2.77
3723,1445,10900,30,0.39,2.93
2675,1008,7710,29,0.38,2.88
2844,959,8190,29,0.34,2.88
3638,1495,10660,33,0.41,2.93
2588,943,7460,29,0.36,2.88
4645,1559,13610,32,0.34,2.93
2713,907,7820,29,0.33,2.88
3939,1371,11590,28,0.35,2.94
2508,1045,7220,31,0.42,2.88
4820,1594,14200,31,0.33,2.95
1094,635,2850,28,0.58,2.61
3384,1295,9970,30,0.38,2.95
4795,1752,14110,32,0.37,2.94
1997,868,5650,31,0.43,2.83
65,61,120,11,0.94,1.85
3899,2171,11470,30,0.56,2.94
3360,2253,9900,26,0.67,2.95
394,460,1080,15,1.17,2.74
3727,2254,10900,29,0.60,2.92
379,402,1020,15,1.06,2.69
3001,2345,8700,28,0.78,2.90
487,317,1310,22,0.65,2.69
4348,1474,12880,30,0.34,2.96
3773,2247,11060,32,0.60,2.93
4130,1646,12170,31,0.40,2.95
1307,852,3600,29,0.65,2.75
3211,956,9340,29,0.30,2.91
159,177,330,15,1.11,2.08
2197,867,6290,28,0.39,2.86
1839,802,5210,29,0.44,2.83
1181,503,3150,30,0.43,2.67
2915,982,8340,29,0.34,2.86
4545,3322,13360,26,0.73,2.94
1954,2044,5510,26,1.05,2.82
2068,1788,5850,29,0.86,2.83
819,774,2130,24,0.95,2.60
1289,916,3580,29,0.71,2.78
3381,2095,9960,30,0.62,2.95
1431,735,4020,29,0.51,2.81
3609,1953,10590,30,0.54,2.93
1323,608,3640,29,0.46,2.75
755,2169,1940,32,2.87,2.57
2100,6242,5940,28,2.97,2.83
4464,7290,13140,31,1.63,2.94
2774,1525,7990,29,0.55,2.88
1647,734,4730,29,0.45,2.87
620,377,1640,21,0.61,2.65
4898,1920,14410,32,0.39,2.94
4804,1587,14140,32,0.33,2.94
1304,613,3600,29,0.47,2.76
2865,1014,8250,30,0.35,2.88
1187,595,3170,26,0.50,2.67
1998,700,5650,30,0.35,2.83
3121,1034,9060,30,0.33,2.90
905,366,2350,31,0.40,2.60
1449,597,4030,29,0.41,2.78
3933,1407,11560,31,0.36,2.94
333,443,910,15,1.33,2.73
1080,452,2810,29,0.42,2.60
3214,1182,9360,29,0.37,2.91
3289,1246,9690,29,0.38,2.95
1043,639,2720,30,0.61,2.61
3384,1434,9970,28,0.42,2.95
4858,2397,14310,31,0.49,2.95
4574,1469,13440,31,0.32,2.94
398,236,1110,15,0.59,2.79
1510,514,4250,30,0.34,2.81
3951,1329,11610,30,0.34,2.94
3912,1625,11510,32,0.42,2.94
2954,1057,8560,30,0.36,2.90
4022,2170,11800,33,0.54,2.93
2305,1021,6560,29,0.44,2.85
751,484,1920,29,0.64,2.56
4105,1410,12050,32,0.34,2.94
1414,1021,3940,29,0.72,2.79
1239,557,3440,29,0.45,2.78
1229,675,3370,30,0.55,2.74
1329,1004,3650,28,0.76,2.75
2678,1558,7720,30,0.58,2.88
3257,1482,9530,28,0.46,2.93
1906,644,5360,29,0.34,2.81
1520,598,4280,28,0.39,2.82
1976,786,5610,28,0.40,2.84
1699,878,4860,30,0.52,2.86
2194,766,6290,28,0.35,2.87
906,1034,2350,30,1.14,2.59
4691,1998,13780,33,0.43,2.94
553,548,1470,21,0.99,2.66
55,56,120,11,1.02,2.18
273,433,720,15,1.59,2.64
3514,1143,10290,28,0.33,2.93
224,133,540,16,0.59,2.41
3519,1363,10290,30,0.39,2.92
4029,1035,11820,31,0.26,2.93
1633,742,4680,30,0.45,2.87
3674,1399,10750,33,0.38,2.93
2501,975,7170,29,0.39,2.87
2715,818,7820,31,0.30,2.88
851,1097,2190,29,1.29,2.57
4214,1455,12410,32,0.35,2.94
3539,1205,10370,32,0.34,2.93
1955,837,5510,30,0.43,2.82
2796,1005,8090,27,0.36,2.89
2704,1576,7800,29,0.58,2.88
3298,1132,9730,28,0.34,2.95
3108,1187,9050,31,0.38,2.91
2667,1141,7690,30,0.43,2.88
1459,980,4090,29,0.67,2.80
2555,860,7350,29,0.34,2.88
3263,1087,9570,30,0.33,2.93
2911,1023,8330,29,0.35,2.86
4521,3170,13320,32,0.70,2.95
291,343,810,15,1.18,2.78
531,383,1420,19,0.72,2.67
220,162,530,15,0.74,2.41
2956,1159,8560,29,0.39,2.90
103,111,190,13,1.08,1.84
1760,1220,5010,28,0.69,2.85
83,253,160,15,3.05,1.93
510,369,1350,18,0.72,2.65
