Concurrent Users,Total Waiting Time,Total Service Time, Maximum Workload,Average Waiting Time,Average Service Time
4236,1613,12480,31,0.38,2.95
4885,1768,14370,32,0.36,2.94
4717,3640,13880,32,0.77,2.94
3195,1196,9300,30,0.37,2.91
4622,1298,13590,32,0.28,2.94
705,444,1850,21,0.63,2.62
871,368,2220,31,0.42,2.55
2128,756,6110,30,0.36,2.87
2714,2736,7820,29,1.01,2.88
172,183,390,16,1.06,2.27
3487,1029,10260,28,0.30,2.94
1614,714,4650,26,0.44,2.88
4875,1593,14320,31,0.33,2.94
1783,773,5060,30,0.43,2.84
1562,724,4450,30,0.46,2.85
1300,815,3590,30,0.63,2.76
3782,1254,11080,30,0.33,2.93
2392,1084,6800,28,0.45,2.84
2907,1144,8330,30,0.39,2.87
2182,1189,6270,30,0.54,2.87
1496,708,4210,29,0.47,2.81
3015,1375,8750,30,0.46,2.90
2620,1236,7540,29,0.47,2.88
4261,1293,12570,32,0.30,2.95
4279,2166,12600,32,0.51,2.94
728,434,1890,21,0.60,2.60
1763,810,5020,30,0.46,2.85
3106,1064,9040,31,0.34,2.91
424,284,1160,16,0.67,2.74
3112,1051,9050,29,0.34,2.91
2849,1346,8210,31,0.47,2.88
3245,1692,9500,31,0.52,2.93
3210,1043,9340,30,0.32,2.91
1132,618,2950,31,0.55,2.61
2861,1027,8240,31,0.36,2.88
1138,543,2960,31,0.48,2.60
1246,543,3450,30,0.44,2.77
7,12,20,4,1.71,2.86
4297,1632,12710,33,0.38,2.96
2194,719,6290,30,0.33,2.87
3625,1426,10630,32,0.39,2.93
219,171,520,15,0.78,2.37
3797,2049,11110,30,0.54,2.93
2039,753,5760,31,0.37,2.82
1786,784,5070,31,0.44,2.84
4125,1282,12140,32,0.31,2.94
2027,855,5730,30,0.42,2.83
4036,1393,11830,31,0.35,2.93
3521,2918,10290,30,0.83,2.92
3341,1840,9870,29,0.55,2.95
3657,1491,10700,32,0.41,2.93
642,380,1680,21,0.59,2.62
867,488,2220,30,0.56,2.56
4847,1808,14270,30,0.37,2.94
1429,562,4020,30,0.39,2.81
569,423,1480,20,0.74,2.60
684,592,1790,22,0.87,2.62
2618,1248,7540,30,0.48,2.88
1846,858,5220,27,0.46,2.83
2099,1236,5930,30,0.59,2.83
4986,1999,14690,32,0.40,2.95
86,54,170,15,0.63,1.98
394,484,1080,15,1.23,2.74
981,593,2580,30,0.60,2.63
3731,1333,10910,33,0.36,2.92
3837,1953,11210,33,0.51,2.92
2813,811,8130,30,0.29,2.89
2186,859,6270,28,0.39,2.87
3535,1547,10330,31,0.44,2.92
2030,730,5740,30,0.36,2.83
4975,1966,14640,32,0.40,2.94
211,187,520,16,0.89,2.46
2027,941,5730,29,0.46,2.83
2396,827,6810,28,0.35,2.84
3837,1156,11210,33,0.30,2.92
2024,695,5730,26,0.34,2.83
3402,1514,10010,30,0.45,2.94
2489,1277,7140,30,0.51,2.87
4998,1757,14690,31,0.35,2.94
3429,1130,10110,30,0.33,2.95
2727,1846,7850,31,0.68,2.88
1731,747,4950,29,0.43,2.86
2205,870,6300,31,0.39,2.86
2339,736,6660,30,0.31,2.85
4590,1776,13490,31,0.39,2.94
1388,425,3870,24,0.31,2.79
1864,725,5260,31,0.39,2.82
3784,1351,11090,33,0.36,2.93
3549,1074,10390,32,0.30,2.93
4075,1174,11960,32,0.29,2.93
3344,1213,9870,31,0.36,2.95
4935,1695,14510,30,0.34,2.94
3582,1520,10540,32,0.42,2.94
3289,1209,9690,29,0.37,2.95
364,308,990,16,0.85,2.72
4140,1139,12200,32,0.28,2.95
3141,1035,9150,30,0.33,2.91
2430,914,6930,29,0.38,2.85
2161,894,6210,30,0.41,2.87
1496,1120,4210,30,0.75,2.81
2406,940,6830,31,0.39,2.84
3533,1976,10330,32,0.56,2.92
714,382,1880,21,0.54,2.63
837,536,2180,29,0.64,2.60
31,66,80,6,2.13,2.58
591,466,1560,21,0.79,2.64
153,239,300,16,1.56,1.96
2134,991,6120,28,0.46,2.87
1584,565,4500,30,0.36,2.84
3147,1538,9170,29,0.49,2.91
4990,1878,14690,31,0.38,2.94
4482,1630,13210,33,0.36,2.95
2186,934,6270,31,0.43,2.87
2372,849,6770,30,0.36,2.85
4611,2478,13560,32,0.54,2.94
26,37,70,5,1.42,2.69
4372,2385,12910,32,0.55,2.95
1358,2343,3750,29,1.73,2.76
526,372,1400,20,0.71,2.66
4758,1652,14010,31,0.35,2.94
3981,2067,11670,33,0.52,2.93
945,630,2480,30,0.67,2.62
1163,504,3090,30,0.43,2.66
1896,831,5340,31,0.44,2.82
1682,608,4800,29,0.36,2.85
2748,994,7920,31,0.36,2.88
4035,1453,11820,30,0.36,2.93
4352,2391,12880,33,0.55,2.96
94,137,170,15,1.46,1.81
3678,1181,10760,30,0.32,2.93
3145,1059,9170,30,0.34,2.92
3730,1311,10910,32,0.35,2.92
3640,1735,10660,31,0.48,2.93
4411,2021,13020,32,0.46,2.95
3655,1261,10690,33,0.35,2.92
2891,1711,8290,30,0.59,2.87
2877,1043,8270,30,0.36,2.87
2490,982,7140,29,0.39,2.87
2387,1195,6790,31,0.50,2.84
283,315,770,15,1.11,2.72
2609,861,7520,30,0.33,2.88
1642,998,4700,29,0.61,2.86
1080,314,2810,30,0.29,2.60
764,404,1950,30,0.53,2.55
3274,1689,9640,30,0.52,2.94
4075,1422,11960,33,0.35,2.93
1470,715,4110,31,0.49,2.80
3291,1592,9700,29,0.48,2.95
1045,507,2720,30,0.49,2.60
948,492,2490,31,0.52,2.63
4317,1481,12780,31,0.34,2.96
3259,1304,9530,30,0.40,2.92
4635,1688,13610,33,0.36,2.94
4538,1677,13360,33,0.37,2.94
2136,952,6120,30,0.45,2.87
2483,981,7130,31,0.40,2.87
4822,3250,14200,33,0.67,2.94
2679,1083,7720,30,0.40,2.88
3395,1367,10000,28,0.40,2.95
2793,1689,8080,28,0.60,2.89
2145,788,6120,30,0.37,2.85
3361,1874,9900,31,0.56,2.95
4016,1917,11790,32,0.48,2.94
1537,525,4340,30,0.34,2.82
1112,654,2890,29,0.59,2.60
3373,1278,9940,30,0.38,2.95
1476,822,4130,30,0.56,2.80
2248,923,6390,30,0.41,2.84
2093,816,5920,31,0.39,2.83
1264,1679,3510,30,1.33,2.78
2798,1205,8090,28,0.43,2.89
3607,1245,10580,33,0.35,2.93
3537,1172,10360,32,0.33,2.93
677,381,1750,21,0.56,2.58
3952,2312,11610,33,0.59,2.94
3344,1386,9870,29,0.41,2.95
4505,1648,13300,33,0.37,2.95
3175,1119,9240,30,0.35,2.91
3771,1286,11050,30,0.34,2.93
3451,2447,10170,30,0.71,2.95
598,541,1570,22,0.90,2.63
4155,1294,12230,33,0.31,2.94
2260,2681,6420,28,1.19,2.84
3587,1274,10550,32,0.36,2.94
3531,2022,10310,32,0.57,2.92
964,432,2560,31,0.45,2.66
841,763,2180,30,0.91,2.59
448,341,1210,16,0.76,2.70
4489,1491,13260,33,0.33,2.95
1375,623,3810,31,0.45,2.77
3561,1254,10470,32,0.35,2.94
290,403,790,16,1.39,2.72
1630,653,4670,31,0.40,2.87
4160,1439,12280,31,0.35,2.95
101,100,190,16,0.99,1.88
4563,1792,13420,33,0.39,2.94
2253,1508,6400,30,0.67,2.84
3416,1103,10090,31,0.32,2.95
424,517,1160,15,1.22,2.74
2759,1057,7960,30,0.38,2.89
2179,1539,6260,31,0.71,2.87
3511,1279,10290,30,0.36,2.93
528,188,1420,21,0.36,2.69
2231,753,6340,30,0.34,2.84
1686,734,4820,29,0.44,2.86
1054,471,2740,31,0.45,2.60
723,363,1890,20,0.50,2.61
2043,1527,5770,29,0.75,2.82
2036,1231,5760,30,0.60,2.83
2428,986,6920,29,0.41,2.85
3344,1194,9870,29,0.36,2.95
2522,2475,7250,30,0.98,2.87
2929,1097,8420,30,0.37,2.87
508,520,1340,21,1.02,2.64
3916,1326,11530,32,0.34,2.94
31,64,80,7,2.06,2.58
3903,1597,11480,33,0.41,2.94
3289,2002,9690,28,0.61,2.95
4880,1917,14330,32,0.39,2.94
1566,1178,4450,27,0.75,2.84
4555,2002,13390,33,0.44,2.94
3679,1189,10760,33,0.32,2.92
530,619,1420,22,1.17,2.68
495,218,1310,22,0.44,2.65
3875,1258,11350,32,0.32,2.93
2497,777,7150,30,0.31,2.86
1076,460,2810,30,0.43,2.61
1714,821,4920,30,0.48,2.87
2321,862,6610,31,0.37,2.85
1762,756,5010,29,0.43,2.84
657,243,1690,20,0.37,2.57
2710,850,7820,30,0.31,2.89
1927,663,5440,31,0.34,2.82
1196,617,3200,28,0.52,2.68
4054,1332,11900,33,0.33,2.94
3532,2632,10330,32,0.75,2.92
730,464,1890,21,0.64,2.59
2996,873,8690,29,0.29,2.90
386,467,1040,16,1.21,2.69
4839,1667,14250,31,0.34,2.94
1519,652,4280,29,0.43,2.82
937,552,2430,30,0.59,2.59
1662,1174,4770,28,0.71,2.87
3622,1343,10620,33,0.37,2.93
2174,777,6250,29,0.36,2.87
41,28,90,10,0.68,2.20
2896,1128,8300,30,0.39,2.87
630,487,1660,21,0.77,2.63
2325,1058,6620,29,0.46,2.85
2628,954,7560,29,0.36,2.88
4031,1443,11820,33,0.36,2.93
4571,1557,13440,32,0.34,2.94
4860,2151,14310,31,0.44,2.94
2316,837,6600,29,0.36,2.85
291,309,810,16,1.06,2.78
704,466,1850,21,0.66,2.63
2698,884,7770,30,0.33,2.88
2075,886,5870,30,0.43,2.83
4212,1546,12400,38,0.37,2.94
539,429,1450,21,0.80,2.69
2739,1122,7880,30,0.41,2.88
2013,974,5690,30,0.48,2.83
2233,1307,6340,31,0.59,2.84
1867,1135,5260,29,0.61,2.82
2733,1080,7870,30,0.40,2.88
2416,808,6880,30,0.33,2.85
1913,1040,5390,30,0.54,2.82
814,462,2130,30,0.57,2.62
3317,1089,9800,30,0.33,2.95
1146,653,3010,30,0.57,2.63
3099,1418,9020,30,0.46,2.91
2393,877,6800,30,0.37,2.84
1903,1467,5340,31,0.77,2.81
2418,902,6880,29,0.37,2.85
1206,606,3250,29,0.50,2.69
1053,582,2740,30,0.55,2.60
4911,2016,14440,32,0.41,2.94
1356,930,3740,26,0.69,2.76
250,152,660,15,0.61,2.64
3286,1132,9680,30,0.34,2.95
3767,1239,11000,33,0.33,2.92
2881,1856,8270,30,0.64,2.87
1562,1019,4450,30,0.65,2.85
4933,3090,14500,32,0.63,2.94
4399,1996,13000,33,0.45,2.96
2103,910,5950,30,0.43,2.83
1507,669,4240,29,0.44,2.81
2141,1282,6120,30,0.60,2.86
997,718,2640,30,0.72,2.65
4814,1843,14190,32,0.38,2.95
1672,734,4790,29,0.44,2.86
3242,1825,9480,31,0.56,2.92
1736,1387,4960,30,0.80,2.86
2311,1369,6580,30,0.59,2.85
3514,1885,10290,30,0.54,2.93
3938,1762,11580,32,0.45,2.94
106,111,190,15,1.05,1.79
141,73,290,15,0.52,2.06
577,433,1510,22,0.75,2.62
2509,1293,7220,30,0.52,2.88
299,203,810,16,0.68,2.71
1479,734,4130,31,0.50,2.79
1501,651,4220,30,0.43,2.81
924,483,2400,31,0.52,2.60
1102,681,2860,30,0.62,2.60
924,616,2400,28,0.67,2.60
3514,1340,10290,29,0.38,2.93
2029,770,5740,29,0.38,2.83
1955,913,5510,31,0.47,2.82
1537,637,4340,30,0.41,2.82
333,244,910,16,0.73,2.73
508,404,1340,21,0.80,2.64
3086,2145,9000,30,0.70,2.92
472,515,1260,22,1.09,2.67
4676,1760,13750,31,0.38,2.94
2254,3037,6400,31,1.35,2.84
1101,569,2860,28,0.52,2.60
3710,1611,10820,31,0.43,2.92
993,602,2630,30,0.61,2.65
2573,1156,7390,30,0.45,2.87
1662,673,4770,30,0.40,2.87
2959,988,8570,30,0.33,2.90
1215,715,3290,31,0.59,2.71
171,95,390,15,0.56,2.28
3401,2139,10010,30,0.63,2.94
847,382,2190,23,0.45,2.59
1954,799,5510,30,0.41,2.82
3473,1248,10250,30,0.36,2.95
1049,578,2730,31,0.55,2.60
2727,964,7850,26,0.35,2.88
4659,1588,13670,32,0.34,2.93
2123,767,6060,31,0.36,2.85
1305,963,3600,29,0.74,2.76
1034,505,2700,30,0.49,2.61
4465,2992,13150,33,0.67,2.95
862,402,2200,31,0.47,2.55
306,295,840,15,0.96,2.75
600,462,1570,27,0.77,2.62
3088,1016,9000,30,0.33,2.91
805,587,2090,29,0.73,2.60
2073,2441,5860,29,1.18,2.83
3933,1199,11560,32,0.30,2.94
3521,1404,10290,29,0.40,2.92
3079,943,8970,26,0.31,2.91
4548,1785,13370,32,0.39,2.94
2821,1338,8150,30,0.47,2.89
1974,851,5600,30,0.43,2.84
3893,1630,11440,31,0.42,2.94
2700,2273,7770,28,0.84,2.88
3587,5399,10550,33,1.51,2.94
2512,1048,7230,31,0.42,2.88
2155,706,6170,30,0.33,2.86
2024,1197,5730,30,0.59,2.83
2362,2140,6730,30,0.91,2.85
4901,1534,14430,33,0.31,2.94
3621,1719,10610,31,0.47,2.93
1352,642,3720,30,0.47,2.75
3163,1674,9200,29,0.53,2.91
624,205,1640,22,0.33,2.63
863,753,2200,28,0.87,2.55
1480,683,4140,31,0.46,2.80
3350,1177,9880,28,0.35,2.95
4249,1334,12510,30,0.31,2.94
406,336,1120,15,0.83,2.76
2135,831,6120,30,0.39,2.87
1108,515,2880,30,0.46,2.60
1927,764,5440,30,0.40,2.82
2173,1309,6230,28,0.60,2.87
457,423,1230,22,0.93,2.69
657,440,1690,21,0.67,2.57
1447,1019,4030,29,0.70,2.79
1625,713,4660,30,0.44,2.87
3367,1124,9940,29,0.33,2.95
1602,693,4600,29,0.43,2.87
3810,3404,11130,33,0.89,2.92
875,597,2250,28,0.68,2.57
3738,1599,10920,32,0.43,2.92
98,140,180,14,1.43,1.84
4763,1867,14030,32,0.39,2.95
174,177,390,16,1.02,2.24
4761,2609,14020,31,0.55,2.94
4506,1402,13300,33,0.31,2.95
2488,910,7130,31,0.37,2.87
4401,1661,13000,33,0.38,2.95
2510,915,7220,29,0.36,2.88
2134,844,6120,30,0.40,2.87
4530,1707,13330,32,0.38,2.94
2496,1095,7150,29,0.44,2.86
4766,1302,14030,33,0.27,2.94
2632,1107,7600,30,0.42,2.89
4123,2153,12110,32,0.52,2.94
2048,984,5780,29,0.48,2.82
1698,653,4850,28,0.38,2.86
1313,543,3610,31,0.41,2.75
3651,3020,10690,32,0.83,2.93
3871,1434,11350,33,0.37,2.93
617,302,1640,22,0.49,2.66
4977,2152,14640,32,0.43,2.94
3429,1086,10110,28,0.32,2.95
3980,5585,11670,41,1.40,2.93
4554,1346,13380,33,0.30,2.94
1114,5353,2890,31,4.81,2.59
4528,6962,13320,30,1.54,2.94
851,401,2190,30,0.47,2.57
1262,929,3510,29,0.74,2.78
136,51,290,15,0.38,2.13
4349,1458,12880,32,0.34,2.96
275,373,720,16,1.36,2.62
1611,670,4630,31,0.42,2.87
4166,1228,12290,33,0.29,2.95
3474,2155,10250,31,0.62,2.95
1100,747,2860,29,0.68,2.60
4485,2061,13210,33,0.46,2.95
2990,984,8680,30,0.33,2.90
50,38,110,9,0.76,2.20
2422,1261,6890,30,0.52,2.84
4231,2018,12460,29,0.48,2.94
2201,1008,6290,30,0.46,2.86
434,401,1180,16,0.92,2.72
2597,928,7480,31,0.36,2.88
4709,2858,13860,31,0.61,2.94
2915,1141,8340,30,0.39,2.86
3956,1254,11620,31,0.32,2.94
894,358,2290,28,0.40,2.56
1183,398,3160,30,0.34,2.67
1803,854,5140,31,0.47,2.85
4267,1262,12590,32,0.30,2.95
3431,1738,10130,28,0.51,2.95
80,67,160,16,0.84,2.00
3250,1310,9520,30,0.40,2.93
4152,1372,12220,32,0.33,2.94
4756,1905,14000,31,0.40,2.94
2375,1350,6780,28,0.57,2.85
2112,915,6000,31,0.43,2.84
2314,970,6580,25,0.42,2.84
1143,741,3000,30,0.65,2.62
153,107,300,15,0.70,1.96
4647,1809,13610,33,0.39,2.93
153,188,300,15,1.23,1.96
1611,515,4630,29,0.32,2.87
40,75,90,9,1.88,2.25
3292,962,9710,30,0.29,2.95
405,303,1120,15,0.75,2.77
4059,1297,11910,31,0.32,2.93
1135,656,2950,29,0.58,2.60
3650,1271,10690,31,0.35,2.93
825,473,2160,30,0.57,2.62
88,57,170,16,0.65,1.93
3773,2662,11060,33,0.71,2.93
1470,698,4110,29,0.47,2.80
3077,1144,8970,31,0.37,2.92
2025,1217,5730,31,0.60,2.83
1772,706,5030,30,0.40,2.84
1835,588,5200,27,0.32,2.83
4602,1481,13540,33,0.32,2.94
1834,1751,5200,29,0.95,2.84
218,164,520,16,0.75,2.39
2975,1214,8650,29,0.41,2.91
2204,1071,6290,30,0.49,2.85
1453,578,4060,29,0.40,2.79
1989,956,5640,30,0.48,2.84
1670,816,4790,30,0.49,2.87
1497,1254,4210,30,0.84,2.81
3064,1077,8910,30,0.35,2.91
4291,1786,12700,31,0.42,2.96
84,176,160,15,2.10,1.90
4301,1327,12720,32,0.31,2.96
35,15,80,8,0.43,2.29
1604,835,4610,30,0.52,2.87
3602,1169,10570,31,0.32,2.93
4544,1720,13360,32,0.38,2.94
4408,1729,13010,32,0.39,2.95
2668,1105,7690,30,0.41,2.88
4602,1541,13540,32,0.33,2.94
2459,880,7020,29,0.36,2.85
1309,546,3600,28,0.42,2.75
677,532,1750,21,0.79,2.58
3094,1100,9020,29,0.36,2.92
2430,893,6930,30,0.37,2.85
384,205,1040,15,0.53,2.71
2659,1073,7670,30,0.40,2.88
3793,1350,11100,32,0.36,2.93
3388,1255,9990,30,0.37,2.95
4799,1856,14130,32,0.39,2.94
261,387,680,16,1.48,2.61
3168,1127,9230,30,0.36,2.91
1979,894,5610,30,0.45,2.83
2048,1832,5780,30,0.89,2.82
2391,748,6800,30,0.31,2.84
4101,1352,12040,32,0.33,2.94
3864,1536,11310,32,0.40,2.93
4699,1808,13810,32,0.38,2.94
1130,894,2930,30,0.79,2.59
3745,1989,10930,32,0.53,2.92
4315,1882,12770,33,0.44,2.96
2143,1213,6120,31,0.57,2.86
1707,873,4870,31,0.51,2.85
2316,774,6600,28,0.33,2.85
2135,815,6120,29,0.38,2.87
1041,545,2710,29,0.52,2.60
4633,2447,13610,30,0.53,2.94
2620,906,7540,31,0.35,2.88
197,82,490,14,0.42,2.49
3939,1881,11590,32,0.48,2.94
2643,1031,7630,30,0.39,2.89
2771,1222,7990,30,0.44,2.88
4909,1831,14440,33,0.37,2.94
73,38,140,15,0.52,1.92
922,1341,2390,29,1.45,2.59
3701,1234,10810,33,0.33,2.92
2370,954,6770,31,0.40,2.86
624,688,1640,20,1.10,2.63
2767,1769,7980,30,0.64,2.88
3666,1603,10730,32,0.44,2.93
1335,576,3670,29,0.43,2.75
319,358,890,16,1.12,2.79
1105,704,2860,28,0.64,2.59
4790,2241,14070,32,0.47,2.94
3125,1365,9070,24,0.44,2.90
1374,511,3800,30,0.37,2.77
2763,1299,7960,29,0.47,2.88
3,9,20,1,3.00,6.67
1109,572,2880,28,0.52,2.60
3528,1838,10310,32,0.52,2.92
2741,1045,7890,31,0.38,2.88
1618,640,4650,26,0.40,2.87
1285,699,3580,31,0.54,2.79
3183,1035,9270,29,0.33,2.91
3403,1990,10010,30,0.58,2.94
1017,1134,2670,31,1.12,2.63
4695,1423,13800,32,0.30,2.94
4343,1570,12850,33,0.36,2.96
4904,1724,14440,31,0.35,2.94
4062,1735,11920,31,0.43,2.93
3988,1123,11690,33,0.28,2.93
1858,816,5250,31,0.44,2.83
4774,1450,14050,33,0.30,2.94
671,286,1720,22,0.43,2.56
3968,1618,11650,31,0.41,2.94
3013,1100,8720,31,0.37,2.89
4674,1931,13740,31,0.41,2.94
1875,894,5290,30,0.48,2.82
1539,1193,4340,30,0.78,2.82
1957,713,5510,30,0.36,2.82
1531,686,4320,28,0.45,2.82
4830,1390,14220,32,0.29,2.94
3071,1103,8930,28,0.36,2.91
2526,1085,7260,29,0.43,2.87
1806,733,5140,30,0.41,2.85
2040,765,5760,30,0.38,2.82
367,197,1000,16,0.54,2.72
1457,1321,4090,31,0.91,2.81
3516,1603,10290,29,0.46,2.93
4136,1384,12190,33,0.33,2.95
4375,1375,12910,31,0.31,2.95
2955,1184,8560,30,0.40,2.90
1759,631,5010,30,0.36,2.85
2017,810,5690,29,0.40,2.82
4565,1395,13420,30,0.31,2.94
2740,979,7880,30,0.36,2.88
4918,1720,14450,33,0.35,2.94
84,52,160,16,0.62,1.90
3719,1570,10880,33,0.42,2.93
4971,2402,14630,32,0.48,2.94
1458,619,4090,31,0.42,2.81
4230,1267,12440,33,0.30,2.94
1083,531,2820,30,0.49,2.60
4456,2313,13130,33,0.52,2.95
1575,865,4480,30,0.55,2.84
421,397,1160,16,0.94,2.76
2747,1035,7920,28,0.38,2.88
88,135,170,15,1.53,1.93
1397,592,3890,29,0.42,2.78
1000,550,2640,28,0.55,2.64
4863,1467,14310,32,0.30,2.94
3314,1898,9770,30,0.57,2.95
1608,703,4620,30,0.44,2.87
47,56,110,10,1.19,2.34
1833,802,5200,30,0.44,2.84
1938,667,5480,30,0.34,2.83
1772,694,5030,30,0.39,2.84
4831,2735,14240,32,0.57,2.95
493,545,1310,20,1.11,2.66
1632,834,4670,30,0.51,2.86
596,338,1570,21,0.57,2.63
2639,816,7620,30,0.31,2.89
517,478,1380,22,0.92,2.67
3300,1666,9740,31,0.50,2.95
3141,1039,9150,30,0.33,2.91
4958,2037,14620,31,0.41,2.95
621,405,1640,21,0.65,2.64
4824,2181,14200,32,0.45,2.94
1867,915,5260,30,0.49,2.82
4951,1803,14600,31,0.36,2.95
3002,1444,8700,30,0.48,2.90
1645,855,4720,29,0.52,2.87
1310,1067,3610,30,0.81,2.76
4723,1471,13910,32,0.31,2.95
1220,468,3330,29,0.38,2.73
4860,1968,14310,33,0.40,2.94
2353,911,6700,29,0.39,2.85
4308,1529,12740,31,0.35,2.96
981,408,2580,30,0.42,2.63
2530,952,7270,28,0.38,2.87
4341,2147,12840,32,0.49,2.96
1454,984,4070,30,0.68,2.80
40,103,90,10,2.58,2.25
4786,1827,14070,32,0.38,2.94
2610,876,7520,31,0.34,2.88
437,359,1190,16,0.82,2.72
1854,745,5240,31,0.40,2.83
1418,947,3960,28,0.67,2.79
749,572,1920,30,0.76,2.56
1539,547,4340,31,0.36,2.82
1809,1194,5140,26,0.66,2.84
2008,668,5660,31,0.33,2.82
1798,794,5140,30,0.44,2.86
1195,506,3190,30,0.42,2.67
1290,720,3580,29,0.56,2.78
2446,876,6970,30,0.36,2.85
1551,1264,4400,30,0.81,2.84
1764,743,5020,26,0.42,2.85
2005,1338,5650,29,0.67,2.82
91,40,170,15,0.44,1.87
1851,815,5240,30,0.44,2.83
1667,972,4780,29,0.58,2.87
1800,1512,5140,28,0.84,2.86
2451,1061,6980,29,0.43,2.85
2000,649,5650,30,0.32,2.83
2788,990,8060,26,0.36,2.89
3757,1300,10970,31,0.35,2.92
3077,1209,8970,30,0.39,2.92
4918,1944,14450,31,0.40,2.94
1093,758,2840,30,0.69,2.60
1481,707,4140,30,0.48,2.80
101,86,190,15,0.85,1.88
2979,1041,8660,30,0.35,2.91
1601,532,4600,31,0.33,2.87
99,63,180,16,0.64,1.82
3060,954,8900,26,0.31,2.91
37,141,80,8,3.81,2.16
2733,1531,7870,29,0.56,2.88
3342,1325,9870,29,0.40,2.95
2313,804,6580,29,0.35,2.84
4754,1427,14000,31,0.30,2.94
599,540,1570,21,0.90,2.62
349,330,940,16,0.95,2.69
1289,628,3580,31,0.49,2.78
2543,910,7310,29,0.36,2.87
320,218,890,16,0.68,2.78
3059,1166,8900,30,0.38,2.91
1997,797,5650,28,0.40,2.83
545,1097,1450,32,2.01,2.66
600,418,1570,21,0.70,2.62
3558,1807,10460,32,0.51,2.94
2880,2724,8270,29,0.95,2.87
1190,1503,3190,30,1.26,2.68
628,416,1660,22,0.66,2.64
3789,1129,11100,31,0.30,2.93
1610,2166,4630,31,1.35,2.88
1626,771,4670,31,0.47,2.87
2185,2018,6270,31,0.92,2.87
833,1314,2170,31,1.58,2.61
17,33,60,7,1.94,3.53
444,287,1210,15,0.65,2.73
4967,2102,14620,32,0.42,2.94
3475,1134,10250,29,0.33,2.95
2077,776,5870,31,0.37,2.83
920,546,2390,29,0.59,2.60
3426,1515,10100,30,0.44,2.95
1033,454,2700,30,0.44,2.61
3761,1721,10970,33,0.46,2.92
4796,1447,14110,33,0.30,2.94
3442,1263,10150,31,0.37,2.95
1057,683,2760,30,0.65,2.61
41,50,90,8,1.22,2.20
4101,1278,12040,32,0.31,2.94
2297,2689,6550,26,1.17,2.85
2206,1365,6300,31,0.62,2.86
1622,594,4660,30,0.37,2.87
1155,663,3060,29,0.57,2.65
4068,1304,11920,32,0.32,2.93
3212,1067,9350,29,0.33,2.91
2031,1032,5740,29,0.51,2.83
634,494,1670,21,0.78,2.63
3477,1632,10250,29,0.47,2.95
4741,2178,13970,33,0.46,2.95
2324,840,6620,31,0.36,2.85
2549,973,7330,30,0.38,2.88
3402,1111,10010,30,0.33,2.94
4914,1360,14440,32,0.28,2.94
2754,943,7950,30,0.34,2.89
3307,1243,9760,31,0.38,2.95
2752,1162,7940,31,0.42,2.89
3919,2785,11540,33,0.71,2.94
1191,695,3190,30,0.58,2.68
3876,2274,11350,32,0.59,2.93
4697,1897,13800,32,0.40,2.94
2574,1522,7390,30,0.59,2.87
2021,1597,5730,30,0.79,2.84
818,408,2130,30,0.50,2.60
860,332,2200,30,0.39,2.56
1153,1312,3060,30,1.14,2.65
4905,2783,14440,32,0.57,2.94
2439,794,6970,29,0.33,2.86
3285,1219,9670,29,0.37,2.94
4797,1917,14120,32,0.40,2.94
4824,1699,14200,32,0.35,2.94
495,359,1310,21,0.73,2.65
344,340,930,16,0.99,2.70
2810,2126,8120,30,0.76,2.89
824,695,2160,28,0.84,2.62
2109,1604,5990,29,0.76,2.84
257,220,660,15,0.86,2.57
4459,1371,13130,33,0.31,2.94
4173,2096,12290,31,0.50,2.95
782,613,2010,30,0.78,2.57
3447,1157,10160,31,0.34,2.95
4618,1867,13590,30,0.40,2.94
3578,1959,10520,32,0.55,2.94
4376,3299,12910,32,0.75,2.95
779,410,1990,30,0.53,2.55
448,480,1210,15,1.07,2.70
2824,1263,8160,31,0.45,2.89
432,502,1180,16,1.16,2.73
436,708,1190,16,1.62,2.73
2332,1274,6630,176,0.55,2.84
3230,1426,9420,40,0.44,2.92
4537,5026,13360,46,1.11,2.94
4242,1585,12490,33,0.37,2.94
306,319,840,16,1.04,2.75
71,67,140,14,0.94,1.97
215,176,520,15,0.82,2.42
3021,1299,8770,30,0.43,2.90
2273,929,6470,30,0.41,2.85
3670,2437,10740,32,0.66,2.93
1559,3384,4420,31,2.17,2.84
2981,3954,8670,29,1.33,2.91
3500,3269,10290,30,0.93,2.94
3668,1320,10730,32,0.36,2.93
3692,1444,10780,32,0.39,2.92
4274,1656,12600,33,0.39,2.95
2943,1312,8510,31,0.45,2.89
4586,2324,13490,31,0.51,2.94
843,555,2180,31,0.66,2.59
155,115,310,16,0.74,2.00
1116,773,2900,32,0.69,2.60
2592,1877,7470,29,0.72,2.88
1941,709,5480,28,0.37,2.82
4337,1327,12820,33,0.31,2.96
4732,4517,13940,33,0.95,2.95
2351,8326,6690,30,3.54,2.85
3337,3615,9850,30,1.08,2.95
2122,2382,6050,30,1.12,2.85
3304,2704,9750,30,0.82,2.95
3357,1266,9890,28,0.38,2.95
3223,1563,9390,30,0.48,2.91
1017,568,2670,31,0.56,2.63
54,82,120,10,1.52,2.22
1870,804,5270,30,0.43,2.82
113,162,210,14,1.43,1.86
2907,2810,8330,30,0.97,2.87
4380,6125,12910,31,1.40,2.95
2771,789,7990,30,0.28,2.88
